12,327,83,0x0041d230,0x0018ff08,0x0018ff20,0x00000000,0x7efde000,0x0008001f,0x0008001f,0x00000000,0x00000000,0x00000000,0x00422480,0x004224f8,0x0042252c,0x0000001f,0x00000000,0x0018ff28,0x0041bf21
13,328,84,0x0041bf21,0x0018ff28,0x0018ff28,0x00000000,0x7efde000,0x0008001f,0x0008001f,0x00000000,0x00000000,0x0018ff34,0x5c0c24a8,0x00000000,0x0018ff80,0x0041c0b2,0x00420410,0x00420618,0x8472ff25
14,330,87,0x0041128a,0x0018ff2c,0x0018ff34,0x0041128a,0x7efde000,0x00420514,0x00420514,0x00000000,0x00000000,0x5c0c24a8,0x00000000,0x0018ff80,0x0041c0b2,0x00420514,0x00420618,0x8472ff25,0x00000000
15,332,89,0x0041d1ee,0x0018ff28,0x0018ff28,0x00000000,0x7efde000,0xf5640009,0x0008e3c8,0x00000000,0x00000000,0x0018ff34,0x5c0c24a8,0x00000000,0x0018ff80,0x0041c0b2,0x00420514,0x00420618,0x8472ff25
16,333,90,0x0041c0b2,0x0018ff3c,0x0018ff80,0x00000000,0x7efde000,0x00420618,0x0008e3c8,0x00000000,0x00000000,0x00420618,0x00420618,0x8472ff25,0x00000000,0x00000000,0x7efde000,0x00000000,0x00000000
17,338,97,0x0041bf60,0x0018ff30,0x0018ff34,0x0041bf60,0x7efde000,0x00420104,0x00420104,0x00000000,0x00000000,0x5c0c246a,0x0018ff80,0x0041c0f3,0x00420104,0x00420208,0x8472ff25,0x00000000,0x00000000
18,339,98,0x004110e1,0x0018ff24,0x0018ff2c,0x0041bf60,0x7efde000,0x00420104,0x00420104,0x00000000,0x00000000,0x0041bf6d,0x0041106e,0x0018ff34,0x5c0c246a,0x0018ff80,0x0041c0f3,0x00420104,0x00420208
19,341,100,0x0041123f,0x0018ff18,0x0018ff20,0x0041106e,0x7efde000,0x00420104,0x00420104,0x00000000,0x00000000,0x0041d47c,0x0041106e,0x0018ff2c,0x0041bf6d,0x0041106e,0x0018ff34,0x5c0c246a,0x0018ff80
20,343,102,0x0041d35c,0x0018fedc,0x0018ff14,0xffffffff,0x7efde000,0xf5640009,0x0008e3c8,0x00000000,0x00000000,0xffffffff,0x8472ffb1,0x00000000,0x00000000,0x7efde000,0x00000024,0x0018ff00,0x0018ff20
21,346,106,0x0041d47c,0x0018ff1c,0x0018ff20,0x0041106e,0x7efde000,0x8472ffb1,0x0008e3c8,0x00000000,0x00000000,0x0041106e,0x0018ff2c,0x0041bf6d,0x0041106e,0x0018ff34,0x5c0c246a,0x0018ff80,0x0041c0f3
22,347,107,0x0041bf6d,0x0018ff28,0x0018ff2c,0x00000000,0x7efde000,0x8472ffb1,0x0008e3c8,0x00000000,0x00000000,0x0041106e,0x0018ff34,0x5c0c246a,0x0018ff80,0x0041c0f3,0x00420104,0x00420208,0x8472ff25
23,350,111,0x0041c0f3,0x0018ff3c,0x0018ff80,0x00420208,0x7efde000,0x00420208,0x026a5d70,0x00000000,0x00000000,0x00420208,0x00420208,0x8472ff25,0x00000000,0x00000000,0x7efde000,0x00000000,0x00000000
24,357,121,0x0041383a,0x0018fa60,0x0018ff30,0xcccccccc,0x7efde000,0x0000012d,0x00000007,0x00000000,0x0018fa70,0x00000000,0x00000000,0x7efde000,0xcccccccc,0x008be408,0x008be340,0x008be598,0x008bca98
25,661,126,0x0041b90d,0x0018f974,0x0018fa50,0xcccccccc,0x7efde000,0x00000032,0x00000007,0x00000000,0x0018f988,0x0018ff0c,0x0018ff24,0x00000000,0x7efde000,0xcccccccc,0xd8626f44,0x0018f9f8,0x5c0de1d0
26,719,135,0x0041385d,0x0018fa5c,0x0018ff30,0x0018ff0c,0x7efde000,0x00000000,0x0018ff0c,0x00000000,0x0018ff24,0x8472ff95,0x00000000,0x00000000,0x7efde000,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc
27,778,174,0x0041b24d,0x0018f974,0x0018fa50,0xcccccccc,0x7efde000,0x00000032,0x026a5df0,0x0018fa5c,0x0018f988,0x026a5df0,0x0018ff24,0x0018fa5c,0x7efde000,0xcccccccc,0x00000000,0x00000040,0x0018ff24
28,829,177,0x00413ae5,0x0018fa5c,0x0018ff30,0x026a5df0,0x7efde000,0x026a5db7,0x026a5df0,0x0018fa5c,0x0018ff24,0x8472ff95,0x00000000,0x00000000,0x7efde000,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc
29,833,181,0x0041b37d,0x0018f978,0x0018fa54,0xcccccccc,0x7efde000,0x00000032,0x026a5df0,0x0018fa5c,0x0018f98c,0x026a5df0,0x0018ff24,0x0018fa5c,0x7efde000,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc
30,893,191,0x00413b1e,0x0018fa5c,0x0018ff30,0x026a5d01,0x7efde000,0x8475d1e5,0x026a5df0,0x0018fa5c,0x0018ff24,0x8472ff95,0x00000000,0x00000000,0x7efde000,0x026a5df0,0xcccccccc,0xcccccccc,0xcccccccc
31,900,199,0x0041b54d,0x0018f974,0x0018fa50,0xcccccccc,0x7efde000,0x00000032,0x026a5ec0,0x0018fa5c,0x0018f988,0x026a5ec0,0x0018ff24,0x0018fa5c,0x7efde000,0xcccccccc,0x00000000,0x00000040,0x0018ff24
32,951,202,0x00413b62,0x0018fa5c,0x0018ff30,0x026a5ec0,0x7efde000,0x026a5dac,0x026a5ec0,0x0018fa5c,0x0018ff24,0x8472ff95,0x00000000,0x00000000,0x7efde000,0x026a5df0,0xcccccccc,0xcccccccc,0xcccccccc
33,955,206,0x0041b67d,0x0018f978,0x0018fa54,0xcccccccc,0x7efde000,0x00000032,0x026a5ec0,0x0018fa5c,0x0018f98c,0x026a5ec0,0x0018ff24,0x0018fa5c,0x7efde000,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc
34,1015,216,0x00413b9b,0x0018fa5c,0x0018ff30,0x026a5e01,0x7efde000,0x8475d1e5,0x026a5ec0,0x0018fa5c,0x0018ff24,0x8472ff95,0x00000000,0x00000000,0x7efde000,0x026a5ec0,0xcccccccc,0xcccccccc,0xcccccccc
35,1024,230,0x0041b44c,0x0018f974,0x0018fa4c,0xcccccccc,0x7efde000,0x00000032,0x00000004,0x0018fa5c,0x0018f984,0x0018ff24,0x0018fa5c,0x7efde000,0xcccccccc,0x76ebe046,0x0018f994,0x10020ff5,0x02564c80
36,1083,238,0x00413ead,0x0018fa54,0x0018ff30,0x00000041,0x7efde000,0x8475d1f9,0x5c1d1d68,0x0018fa5c,0x0018ff24,0x026a5df0,0x00420c60,0x8472ff95,0x00000000,0x00000000,0x7efde000,0x026a5ec0,0xcccccccc
37,1145,241,0x00413ec9,0x0018fa54,0x0018ff30,0x00000041,0x7efde000,0x8475d1f9,0x5c1d1d68,0x0018fa5c,0x0018ff24,0x026a5df0,0x00420c10,0x8472ff95,0x00000000,0x00000000,0x7efde000,0x026a5ec0,0xcccccccc
38,1207,243,0x00413ee5,0x0018fa54,0x0018ff30,0x00000041,0x7efde000,0x8475d1f9,0x5c1d1d68,0x0018fa5c,0x0018ff24,0x026a5df0,0x00420bc0,0x8472ff95,0x00000000,0x00000000,0x7efde000,0x026a5ec0,0xcccccccc
39,1269,245,0x00413f01,0x0018fa54,0x0018ff30,0x00000041,0x7efde000,0x8475d1f9,0x5c1d1d68,0x0018fa5c,0x0018ff24,0x026a5df0,0x00420b70,0x8472ff95,0x00000000,0x00000000,0x7efde000,0x026a5ec0,0xcccccccc
40,1331,247,0x00413f1d,0x0018fa54,0x0018ff30,0x00000041,0x7efde000,0x8475d1f9,0x5c1d1d68,0x0018fa5c,0x0018ff24,0x026a5df0,0x00420bc0,0x8472ff95,0x00000000,0x00000000,0x7efde000,0x026a5ec0,0xcccccccc
41,1334,230,0x0041b44c,0x0018f974,0x0018fa4c,0xcccccccc,0x7efde000,0x00000032,0x5c1d1d68,0x0018fa5c,0x0018f984,0x0018ff24,0x0018fa5c,0x7efde000,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc
42,1393,249,0x00413f39,0x0018fa54,0x0018ff30,0x00000041,0x7efde000,0x8475d1f9,0x5c1d1d68,0x0018fa5c,0x0018ff24,0x026a5df0,0x00420c10,0x8472ff95,0x00000000,0x00000000,0x7efde000,0x026a5ec0,0xcccccccc
43,1455,251,0x00413f55,0x0018fa54,0x0018ff30,0x00000041,0x7efde000,0x8475d1f9,0x5c1d1d68,0x0018fa5c,0x0018ff24,0x026a5df0,0x00420c60,0x8472ff95,0x00000000,0x00000000,0x7efde000,0x026a5ec0,0xcccccccc
44,1459,256,0x004111d6,0x0018f9e8,0x0018fa18,0x026b004a,0x00000000,0x0018fa08,0x00000000,0x026b004a,0x02564cc0,0x10017fcb,0x00000000,0x0018fa08,0x026b004a,0x00000000,0x02564cc0,0x00000000,0xcccccccc
45,1461,258,0x0041b19c,0x0018f918,0x0018f9e4,0xcccccccc,0x00000000,0x0000002f,0x00000000,0x026b004a,0x0018f928,0x02564cc0,0x026b004a,0x00000000,0xcccccccc,0x00000000,0x0018fa08,0x02564cc0,0x00000000
46,1511,264,0x0041b74d,0x0018f834,0x0018f910,0xcccccccc,0x00000000,0x00000032,0x00000000,0x026b004a,0x0018f848,0x026a5ec0,0x0018f9e4,0x026b004a,0x00000000,0xcccccccc,0x76ee0816,0x000000ee,0x00000008
47,1562,267,0x0041b1b2,0x0018f918,0x0018f9e4,0x026a5ec0,0x00000000,0x026a5ec0,0x00000000,0x026b004a,0x0018f9e4,0x02564cc0,0x026b004a,0x00000000,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc
48,1565,270,0x0041ac1c,0x0018f83c,0x0018f908,0xcccccccc,0x00000000,0x0000002f,0x00000090,0x026b004a,0x0018f84c,0x0018f9e4,0x026b004a,0x00000000,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc
49,1615,230,0x0041b44c,0x0018f754,0x0018f82c,0xcccccccc,0x00000000,0x00000032,0x00000090,0x026b004a,0x0018f764,0x0018f908,0x026b004a,0x00000000,0xcccccccc,0x00000000,0x00000000,0x00000000,0x00000000
50,1674,274,0x0041ac37,0x0018f834,0x0018f908,0x00000041,0x00000000,0x8475df99,0x5c1d1d68,0x026b004a,0x0018f908,0x026a5df0,0x00420970,0x0018f9e4,0x026b004a,0x00000000,0xcccccccc,0xcccccccc,0xcccccccc
51,1736,276,0x0041ac5d,0x0018f82c,0x0018f908,0x00000024,0x00000000,0x8475dfa1,0x5c1d1d68,0x026b004a,0x0018f908,0x026a5df0,0x00421bc0,0x004215e8,0x00000090,0x0018f9e4,0x026b004a,0x00000000,0xcccccccc
52,1739,280,0x0041b78c,0x0018f74c,0x0018f824,0xcccccccc,0x00000000,0x00000032,0x5c1d1d68,0x026b004a,0x0018f75c,0x0018f908,0x026b004a,0x00000000,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc
53,1798,289,0x0041ac83,0x0018f82c,0x0018f908,0x0000000c,0x00000000,0x8475dfa1,0x5c1d1d88,0x026b004a,0x0018f908,0x026a5ec0,0x00000400,0x00421bb0,0x00000090,0x0018f9e4,0x026b004a,0x00000000,0xcccccccc
54,1860,291,0x0041ac9f,0x0018f834,0x0018f908,0x00000018,0x00000000,0x8475df99,0x5c1d1d68,0x026b004a,0x0018f908,0x026a5df0,0x00421b90,0x0018f9e4,0x026b004a,0x00000000,0xcccccccc,0xcccccccc,0xcccccccc
55,1864,230,0x0041b44c,0x0018f738,0x0018f810,0xcccccccc,0x00000000,0x00000032,0x000000ff,0x026b004a,0x0018f748,0x0018f908,0x026b004a,0x00000000,0xcccccccc,0x5c1d1d68,0x00421b90,0x0041b482,0x0018f908
56,1923,296,0x0041ad16,0x0018f818,0x0018f908,0x00000032,0x00000000,0x8475dfb5,0x5c1d1d68,0x026b004a,0x0018f908,0x026a5df0,0x004216f4,0x00421b5c,0x000000ff,0x000000ff,0x000000ff,0x000000ff,0x000000ff
57,1985,299,0x0041ad6b,0x0018f814,0x0018f908,0x00000022,0x00000000,0x8475dfb9,0x5c1d1d88,0x026b004a,0x0018f908,0x026a5ec0,0x00000400,0x00421b1c,0x00421b48,0x000000ff,0x000000ff,0x000000ff,0x000000ff
58,2047,301,0x0041adbc,0x0018f818,0x0018f908,0x00000032,0x00000000,0x8475dfb5,0x5c1d1d68,0x026b004a,0x0018f908,0x026a5df0,0x004216f4,0x00421720,0x00000090,0x000000b1,0x0000001c,0x0000007c,0x000000da
59,2050,280,0x0041b78c,0x0018f734,0x0018f80c,0xcccccccc,0x00000000,0x00000032,0x00000090,0x026b004a,0x0018f744,0x0018f908,0x026b004a,0x00000000,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc
60,2109,303,0x0041ae12,0x0018f814,0x0018f908,0x0000001d,0x00000000,0x8475dfb9,0x5c1d1d88,0x026b004a,0x0018f908,0x026a5ec0,0x00000400,0x00421b1c,0x00421b10,0x00000090,0x000000b1,0x0000001c,0x0000007c
61,2112,230,0x0041b44c,0x0018f748,0x0018f820,0xcccccccc,0x00000000,0x00000032,0x026b004a,0x026b004a,0x0018f758,0x0018f908,0x026b004a,0x00000000,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc
62,2171,305,0x0041ae44,0x0018f828,0x0018f908,0x00000027,0x00000000,0x8475dfa5,0x5c1d1d68,0x026b004a,0x0018f908,0x026a5df0,0x00421af8,0x00420f04,0x00000008,0x00000000,0x0018f9e4,0x026b004a,0x00000000
63,2234,309,0x0041ae77,0x0018f834,0x0018f908,0x00000006,0x00000000,0x8475df99,0x5c1d1d68,0x026b004a,0x0018f908,0x026a5df0,0x00421af0,0x0018f9e4,0x026b004a,0x00000000,0xcccccccc,0xcccccccc,0xcccccccc
64,2237,312,0x0041a0dc,0x0018f6b4,0x0018f82c,0xcccccccc,0x00000000,0x0000005a,0x5c1d1d68,0x026b004a,0x0018f6c4,0x0018f908,0x026b004a,0x00000000,0xcccccccc,0x0018f724,0x5c0f9643,0x5c1d1d68,0x5c0f9638
65,2389,316,0x0041a16c,0x0018f6ac,0x0018f82c,0x0000000c,0x00000000,0x8475dd21,0x5c1d1d68,0x026b004a,0x0018f82c,0x026a5df0,0x00421a64,0x0018f908,0x026b004a,0x00000000,0xcccccccc,0xcccccccc,0xcccccccc
66,2451,319,0x0041a1c4,0x0018f6a4,0x0018f82c,0x00000025,0x00000000,0x8475dd29,0x5c1d1d68,0x026b004a,0x0018f82c,0x026a5df0,0x00421420,0x00421998,0x00000004,0x0018f908,0x026b004a,0x00000000,0xcccccccc
67,2454,230,0x0041b44c,0x0018f5c0,0x0018f698,0xcccccccc,0x00000000,0x00000032,0x026a5df0,0x026b004a,0x0018f5d0,0x0018f82c,0x026b004a,0x00000000,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc
68,2513,321,0x0041a204,0x0018f6a0,0x0018f82c,0x0000002a,0x00000000,0x8475dd2d,0x5c1d1d68,0x026b004a,0x0018f82c,0x026a5df0,0x004214d8,0x00421a48,0x00000014,0x00000014,0x0018f908,0x026b004a,0x00000000
69,2575,323,0x0041a23f,0x0018f6a4,0x0018f82c,0x00000025,0x00000000,0x8475dd29,0x5c1d1d68,0x026b004a,0x0018f82c,0x026a5df0,0x00421420,0x00421a34,0x00000000,0x0018f908,0x026b004a,0x00000000,0xcccccccc
70,2637,325,0x0041a2a1,0x0018f6a0,0x0018f82c,0x0000002d,0x00000000,0x8475dd2d,0x5c1d1d68,0x026b004a,0x0018f82c,0x026a5df0,0x00421578,0x00421a1c,0x00000082,0x00000082,0x0018f908,0x026b004a,0x00000000
71,2699,327,0x0041a303,0x0018f6a0,0x0018f82c,0x0000002f,0x00000000,0x8475dd2d,0x5c1d1d68,0x026b004a,0x0018f82c,0x026a5df0,0x00421578,0x00421a08,0x00003769,0x00003769,0x0018f908,0x026b004a,0x00000000
72,2761,329,0x0041a348,0x0018f6a4,0x0018f82c,0x00000025,0x00000000,0x8475dd29,0x5c1d1d68,0x026b004a,0x0018f82c,0x026a5df0,0x00421420,0x00420f90,0x00000000,0x0018f908,0x026b004a,0x00000000,0xcccccccc
73,2764,230,0x0041b44c,0x0018f5c0,0x0018f698,0xcccccccc,0x00000000,0x00000032,0x026a5df0,0x026b004a,0x0018f5d0,0x0018f82c,0x026b004a,0x00000000,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc
74,2823,331,0x0041a399,0x0018f6a0,0x0018f82c,0x0000002b,0x00000000,0x8475dd2d,0x5c1d1d68,0x026b004a,0x0018f82c,0x026a5df0,0x00421578,0x004219f4,0x00000000,0x00000000,0x0018f908,0x026b004a,0x00000000
75,2885,333,0x0041a3d4,0x0018f6a4,0x0018f82c,0x00000025,0x00000000,0x8475dd29,0x5c1d1d68,0x026b004a,0x0018f82c,0x026a5df0,0x00421420,0x004219e4,0x00000080,0x0018f908,0x026b004a,0x00000000,0xcccccccc
76,2947,335,0x0041a40f,0x0018f6a4,0x0018f82c,0x00000024,0x00000000,0x8475dd29,0x5c1d1d68,0x026b004a,0x0018f82c,0x026a5df0,0x00421944,0x004219d8,0x00000011,0x0018f908,0x026b004a,0x00000000,0xcccccccc
77,3009,338,0x0041a43b,0x0018f6ac,0x0018f82c,0x00000007,0x00000000,0x8475dd21,0x5c1d1d68,0x026b004a,0x0018f82c,0x026a5df0,0x00421938,0x0018f908,0x026b004a,0x00000000,0xcccccccc,0xcccccccc,0xcccccccc
78,3072,341,0x0041a67f,0x0018f6a4,0x0018f82c,0x00000027,0x00000000,0x8475dd29,0x5c1d1d68,0x026b004a,0x0018f82c,0x026a5df0,0x00420f98,0x004215cc,0x0000d18d,0x0018f908,0x026b004a,0x00000000,0xcccccccc
79,3079,230,0x0041b44c,0x0018f5b8,0x0018f690,0xcccccccc,0x00000000,0x00000032,0x00000040,0x0018f6b4,0x0018f5c8,0x0018f82c,0x0018f6b4,0x00000000,0xcccccccc,0x026b004a,0x00000000,0xcccccccc,0xcccccccc
80,3138,345,0x0041a737,0x0018f698,0x0018f82c,0x0000002c,0x00000000,0x8475dd35,0x5c1d1d68,0x0018f6b4,0x0018f82c,0x026a5df0,0x00420e48,0x004216dc,0x0000000a,0x00000040,0x00000027,0x00000035,0x0018f908
81,3141,280,0x0041b78c,0x0018f5b4,0x0018f68c,0xcccccccc,0x00000000,0x00000032,0x00000040,0x0018f6b4,0x0018f5c4,0x0018f82c,0x0018f6b4,0x00000000,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc
82,3200,347,0x0041a76f,0x0018f694,0x0018f82c,0x00000016,0x00000000,0x8475dd39,0x5c1d1d88,0x0018f6b4,0x0018f82c,0x026a5ec0,0x00000002,0x004216bc,0x004216d0,0x0000000a,0x00000040,0x00000027,0x00000035
83,3266,351,0x0041a827,0x0018f698,0x0018f82c,0x00000030,0x00000000,0x8475dd35,0x5c1d1d68,0x0018f6b4,0x0018f82c,0x026a5df0,0x00420e48,0x00421688,0x000000ff,0x000000ff,0x000000ff,0x000000ff,0x0018f908
84,3328,353,0x0041a85f,0x0018f694,0x0018f82c,0x0000001f,0x00000000,0x8475dd39,0x5c1d1d88,0x0018f6b4,0x0018f82c,0x026a5ec0,0x00000002,0x004216bc,0x00421678,0x000000ff,0x000000ff,0x000000ff,0x000000ff
85,3332,359,0x0041885c,0x0018f584,0x0018f6a4,0xcccccccc,0x00000000,0x00000044,0x5c1d1d88,0x0018f6b4,0x0018f594,0x0018f82c,0x0018f6b4,0x00000000,0xcccccccc,0x004216bc,0x00000000,0x0018f6a0,0x0018f68c
86,3403,230,0x0041b44c,0x0018f49c,0x0018f574,0xcccccccc,0x00000000,0x00000032,0x5c1d1d88,0x0018f6b4,0x0018f4ac,0x0018f6a4,0x0018f6b4,0x00000000,0xcccccccc,0x00001030,0x0018fa4c,0x0018fa4c,0x7efde000
87,3462,363,0x00418884,0x0018f57c,0x0018f6a4,0x0000000d,0x00000000,0x8475dcd1,0x5c1d1d68,0x0018f6b4,0x0018f6a4,0x026a5df0,0x004215f8,0x0018f82c,0x0018f6b4,0x00000000,0xcccccccc,0xcccccccc,0xcccccccc
88,3524,365,0x004188ec,0x0018f570,0x0018f6a4,0x0000002f,0x00000000,0x8475dcdd,0x5c1d1d68,0x0018f6b4,0x0018f6a4,0x026a5df0,0x00421578,0x00421590,0x0000445c,0x0000445c,0x0018f82c,0x0018f6b4,0x00000000
89,3527,280,0x0041b78c,0x0018f494,0x0018f56c,0xcccccccc,0x00000000,0x00000032,0x5c1d1d68,0x0018f6b4,0x0018f4a4,0x0018f6a4,0x0018f6b4,0x00000000,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc
90,3586,367,0x0041890f,0x0018f574,0x0018f6a4,0x00000012,0x00000000,0x8475dcd9,0x5c1d1d88,0x0018f6b4,0x0018f6a4,0x026a5ec0,0x00000040,0x00421564,0x0000445c,0x0018f82c,0x0018f6b4,0x00000000,0xcccccccc
91,3648,369,0x00418977,0x0018f570,0x0018f6a4,0x0000002f,0x00000000,0x8475dcdd,0x5c1d1d68,0x0018f6b4,0x0018f6a4,0x026a5df0,0x00421578,0x00421550,0x0000445c,0x0000445c,0x0018f82c,0x0018f6b4,0x00000000
92,3710,371,0x0041899a,0x0018f574,0x0018f6a4,0x00000017,0x00000000,0x8475dcd9,0x5c1d1d88,0x0018f6b4,0x0018f6a4,0x026a5ec0,0x00000040,0x00421534,0x0000445c,0x0018f82c,0x0018f6b4,0x00000000,0xcccccccc
93,3713,230,0x0041b44c,0x0018f490,0x0018f568,0xcccccccc,0x00000000,0x00000032,0x026a5df0,0x0018f6b4,0x0018f4a0,0x0018f6a4,0x0018f6b4,0x00000000,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc
94,3772,373,0x004189fc,0x0018f570,0x0018f6a4,0x0000002d,0x00000000,0x8475dcdd,0x5c1d1d68,0x0018f6b4,0x0018f6a4,0x026a5df0,0x00421578,0x004215e8,0x0000006e,0x0000006e,0x0018f82c,0x0018f6b4,0x00000000
95,3834,375,0x00418a5e,0x0018f570,0x0018f6a4,0x0000002f,0x00000000,0x8475dcdd,0x5c1d1d68,0x0018f6b4,0x0018f6a4,0x026a5df0,0x00421578,0x004215cc,0x0000d731,0x0000d731,0x0018f82c,0x0018f6b4,0x00000000
96,3897,380,0x00418a9e,0x0018f57c,0x0018f6a4,0x0000000a,0x00000000,0x8475dcd1,0x5c1d1d68,0x0018f6b4,0x0018f6a4,0x026a5df0,0x004215bc,0x0018f82c,0x0018f6b4,0x00000000,0xcccccccc,0xcccccccc,0xcccccccc
97,3900,280,0x0041b78c,0x0018f498,0x0018f570,0xcccccccc,0x00000000,0x00000032,0x5c1d1d68,0x0018f6b4,0x0018f4a8,0x0018f6a4,0x0018f6b4,0x00000000,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc
98,3959,382,0x00418abc,0x0018f578,0x0018f6a4,0x00000008,0x00000000,0x8475dcd5,0x5c1d1d88,0x0018f6b4,0x0018f6a4,0x026a5ec0,0x00000040,0x004215b0,0x0018f82c,0x0018f6b4,0x00000000,0xcccccccc,0xcccccccc
99,3962,385,0x004144bc,0x0018f470,0x0018f574,0xcccccccc,0x00000000,0x0000003d,0x5c1d1d88,0x0018f6b4,0x0018f480,0x0018f6a4,0x0018f6b4,0x00000000,0xcccccccc,0x0018f584,0x0018f570,0x0041b7c5,0x5c1d1d88
100,4028,230,0x0041b44c,0x0018f384,0x0018f45c,0xcccccccc,0x00000000,0x00000032,0x5c1d1d88,0x0018f6b4,0x0018f394,0x0018f574,0x0018f6b4,0x00000000,0xcccccccc,0x000000ff,0x00000000,0x5c0f39e0,0x00000032
101,4087,393,0x00414510,0x0018f464,0x0018f574,0x00000004,0x00000000,0x8475dbe9,0x5c1d1d68,0x0018f6b4,0x0018f574,0x026a5df0,0x00420de8,0x00000000,0x0018f6a4,0x0018f6b4,0x00000000,0xcccccccc,0xcccccccc
102,5096,399,0x0041452e,0x0018f468,0x0018f574,0x00000001,0x00000000,0x8475dbe5,0x5c1d1d68,0x0018f6b4,0x0018f574,0x026a5df0,0x00420a30,0x0018f6a4,0x0018f6b4,0x00000000,0xcccccccc,0xcccccccc,0xcccccccc
103,5159,403,0x00414567,0x0018f464,0x0018f574,0x00000004,0x00000000,0x8475dbe9,0x5c1d1d68,0x0018f6b4,0x0018f574,0x026a5df0,0x00420de0,0x00420de4,0x0018f6a4,0x0018f6b4,0x00000000,0xcccccccc,0xcccccccc
104,6170,413,0x0041460a,0x0018f468,0x0018f574,0x00000001,0x00000000,0x8475dbe5,0x5c1d1d68,0x0018f6b4,0x0018f574,0x026a5df0,0x00420a30,0x0018f6a4,0x0018f6b4,0x00000000,0xcccccccc,0xcccccccc,0xcccccccc
